,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2,2018-08-25,12:30,Premier League,Matchweek 3,Sat,Home,D,1,1,Manchester City,1.1,1.5,29.0,31322,Conor Coady,3-4-3,Martin Atkinson,Match Report,,11.0,2.0,17.5,0.0,0,0,2022,WolverhamptonWanderers
4,2018-09-01,15:00,Premier League,Matchweek 4,Sat,Away,W,1,0,West Ham,1.2,0.9,53.0,56947,Conor Coady,3-4-3,Chris Kavanagh,Match Report,,15.0,6.0,20.1,0.0,0,0,2022,WolverhamptonWanderers
5,2018-09-16,13:30,Premier League,Matchweek 5,Sun,Home,W,1,0,Burnley,2.8,0.3,59.0,30406,Conor Coady,3-4-3,Andre Marriner,Match Report,,31.0,6.0,18.1,0.0,0,0,2022,WolverhamptonWanderers
6,2018-09-22,15:00,Premier League,Matchweek 6,Sat,Away,D,1,1,Manchester Utd,0.6,0.5,36.0,74489,Conor Coady,3-4-3,Kevin Friend,Match Report,,11.0,8.0,17.8,0.0,0,0,2022,WolverhamptonWanderers
8,2018-09-29,15:00,Premier League,Matchweek 7,Sat,Home,W,2,0,Southampton,1.4,1.1,49.0,31147,Conor Coady,3-4-3,Stuart Attwell,Match Report,,14.0,6.0,16.1,2.0,0,0,2022,WolverhamptonWanderers
9,2018-10-06,15:00,Premier League,Matchweek 8,Sat,Away,W,1,0,Crystal Palace,1.1,1.1,34.0,25715,Conor Coady,3-4-3,Michael Oliver,Match Report,,7.0,2.0,17.2,0.0,0,0,2022,WolverhamptonWanderers
10,2018-10-20,15:00,Premier League,Matchweek 9,Sat,Home,L,0,2,Watford,0.5,0.9,46.0,31144,Conor Coady,3-4-3,Lee Mason,Match Report,,10.0,1.0,19.1,1.0,0,0,2022,WolverhamptonWanderers
11,2018-10-27,15:00,Premier League,Matchweek 10,Sat,Away,L,0,1,Brighton,1.5,0.6,60.0,30654,Conor Coady,3-4-3,Anthony Taylor,Match Report,,25.0,6.0,18.1,1.0,0,0,2022,WolverhamptonWanderers
12,2018-11-03,19:45,Premier League,Matchweek 11,Sat,Home,L,2,3,Tottenham,2.5,1.2,49.0,31185,Conor Coady,3-4-3,Mike Dean,Match Report,,14.0,5.0,19.9,0.0,2,2,2022,WolverhamptonWanderers
13,2018-11-11,16:30,Premier League,Matchweek 12,Sun,Away,D,1,1,Arsenal,1.6,1.4,30.0,60030,Conor Coady,3-4-3,Stuart Attwell,Match Report,,13.0,5.0,19.7,0.0,0,0,2022,WolverhamptonWanderers
14,2018-11-25,16:00,Premier League,Matchweek 13,Sun,Home,L,0,2,Huddersfield,1.0,0.7,46.0,30130,Conor Coady,3-4-3,Kevin Friend,Match Report,,12.0,2.0,17.1,2.0,0,0,2022,WolverhamptonWanderers
15,2018-11-30,20:00,Premier League,Matchweek 14,Fri,Away,L,1,2,Cardiff City,1.0,1.0,53.0,30213,Conor Coady,3-4-3,Andre Marriner,Match Report,,14.0,4.0,19.4,0.0,0,0,2022,WolverhamptonWanderers
16,2018-12-05,19:45,Premier League,Matchweek 15,Wed,Home,W,2,1,Chelsea,1.2,1.3,31.0,31300,Conor Coady,3-4-3,Jonathan Moss,Match Report,,6.0,2.0,11.4,0.0,0,0,2022,WolverhamptonWanderers
17,2018-12-09,16:00,Premier League,Matchweek 16,Sun,Away,W,2,1,Newcastle Utd,1.7,0.5,49.0,50223,Conor Coady,3-4-3,Mike Dean,Match Report,,13.0,6.0,15.4,2.0,0,0,2022,WolverhamptonWanderers
18,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Home,W,2,0,Bournemouth,1.8,0.5,39.0,30997,Conor Coady,3-4-1-2,Simon Hooper,Match Report,,10.0,4.0,18.1,0.0,0,0,2022,WolverhamptonWanderers
19,2018-12-21,20:00,Premier League,Matchweek 18,Fri,Home,L,0,2,Liverpool,1.1,1.6,39.0,31358,Conor Coady,3-4-1-2,Craig Pawson,Match Report,,11.0,5.0,17.5,0.0,0,0,2022,WolverhamptonWanderers
20,2018-12-26,12:30,Premier League,Matchweek 19,Wed,Away,D,1,1,Fulham,1.4,1.1,69.0,24382,Conor Coady,3-4-1-2,Andre Marriner,Match Report,,14.0,4.0,17.0,0.0,0,0,2022,WolverhamptonWanderers
21,2018-12-29,15:00,Premier League,Matchweek 20,Sat,Away,W,3,1,Tottenham,1.1,0.3,39.0,46356,Conor Coady,3-4-3,Stuart Attwell,Match Report,,11.0,4.0,15.1,0.0,0,0,2022,WolverhamptonWanderers
22,2019-01-02,19:45,Premier League,Matchweek 21,Wed,Home,L,0,2,Crystal Palace,0.4,1.9,52.0,30666,Conor Coady,3-4-3,Roger East,Match Report,,9.0,1.0,20.2,0.0,0,0,2022,WolverhamptonWanderers
24,2019-01-14,20:00,Premier League,Matchweek 22,Mon,Away,L,0,3,Manchester City,0.0,3.0,25.0,54171,Conor Coady,3-5-2,Craig Pawson,Match Report,,3.0,0.0,20.9,0.0,0,0,2022,WolverhamptonWanderers
25,2019-01-19,12:30,Premier League,Matchweek 23,Sat,Home,W,4,3,Leicester City,1.8,1.4,45.0,31278,Conor Coady,3-5-2,Chris Kavanagh,Match Report,,12.0,7.0,16.1,0.0,0,0,2022,WolverhamptonWanderers
27,2019-01-29,19:45,Premier League,Matchweek 24,Tue,Home,W,3,0,West Ham,1.8,0.1,54.0,31122,Conor Coady,3-5-2,David Coote,Match Report,,20.0,9.0,16.0,1.0,0,0,2022,WolverhamptonWanderers
28,2019-02-02,15:00,Premier League,Matchweek 25,Sat,Away,W,3,1,Everton,1.7,0.8,36.0,39380,Conor Coady,3-5-2,Lee Mason,Match Report,,8.0,3.0,20.9,0.0,1,1,2022,WolverhamptonWanderers
30,2019-02-11,20:00,Premier League,Matchweek 26,Mon,Home,D,1,1,Newcastle Utd,1.9,0.7,59.0,30687,Conor Coady,3-3-2-2,Graham Scott,Match Report,,22.0,5.0,14.3,0.0,0,0,2022,WolverhamptonWanderers
32,2019-02-23,15:00,Premier League,Matchweek 27,Sat,Away,D,1,1,Bournemouth,1.6,2.0,56.0,10671,Conor Coady,3-2-2-1-2,Roger East,Match Report,,9.0,1.0,16.8,0.0,1,1,2022,WolverhamptonWanderers
33,2019-02-26,19:45,Premier League,Matchweek 28,Tue,Away,L,0,1,Huddersfield,0.6,1.6,51.0,22714,Conor Coady,3-5-2,David Coote,Match Report,,8.0,0.0,18.5,0.0,0,0,2022,WolverhamptonWanderers
34,2019-03-02,15:00,Premier League,Matchweek 29,Sat,Home,W,2,0,Cardiff City,2.6,0.6,56.0,31309,Conor Coady,3-5-1-1,Andre Marriner,Match Report,,12.0,6.0,12.1,0.0,0,0,2022,WolverhamptonWanderers
35,2019-03-10,14:05,Premier League,Matchweek 30,Sun,Away,D,1,1,Chelsea,0.2,1.5,23.0,40692,Conor Coady,3-5-2,Michael Oliver,Match Report,,2.0,1.0,17.1,0.0,0,0,2022,WolverhamptonWanderers
37,2019-03-30,15:00,Premier League,Matchweek 32,Sat,Away,L,0,2,Burnley,0.5,0.2,63.0,20990,Conor Coady,3-5-2,Chris Kavanagh,Match Report,,8.0,1.0,14.3,0.0,0,0,2022,WolverhamptonWanderers
38,2019-04-02,19:45,Premier League,Matchweek 33,Tue,Home,W,2,1,Manchester Utd,1.5,1.6,49.0,31302,Conor Coady,3-5-2,Mike Dean,Match Report,,9.0,2.0,14.0,0.0,0,0,2022,WolverhamptonWanderers
40,2019-04-13,15:00,Premier League,Matchweek 34,Sat,Away,L,1,3,Southampton,0.8,2.5,69.0,31708,Conor Coady,3-5-2,Jonathan Moss,Match Report,,17.0,2.0,19.5,0.0,0,0,2022,WolverhamptonWanderers
41,2019-04-20,15:00,Premier League,Matchweek 35,Sat,Home,D,0,0,Brighton,1.7,0.1,67.0,31096,Conor Coady,3-5-2,Craig Pawson,Match Report,,20.0,3.0,15.4,0.0,0,0,2022,WolverhamptonWanderers
42,2019-04-24,19:45,Premier League,Matchweek 31,Wed,Home,W,3,1,Arsenal,0.9,0.7,31.0,31436,Conor Coady,3-5-2,Stuart Attwell,Match Report,,11.0,3.0,16.1,2.0,0,0,2022,WolverhamptonWanderers
43,2019-04-27,15:00,Premier League,Matchweek 36,Sat,Away,W,2,1,Watford,1.7,1.2,45.0,20323,Conor Coady,3-5-2,Simon Hooper,Match Report,,11.0,3.0,16.0,0.0,0,0,2022,WolverhamptonWanderers
44,2019-05-04,15:00,Premier League,Matchweek 37,Sat,Home,W,1,0,Fulham,2.0,0.4,40.0,30456,Conor Coady,3-5-2,Jonathan Moss,Match Report,,19.0,6.0,17.4,0.0,0,0,2022,WolverhamptonWanderers
45,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,L,0,2,Liverpool,0.6,1.4,42.0,53331,Conor Coady,3-5-2,Martin Atkinson,Match Report,,7.0,2.0,13.2,0.0,0,0,2022,WolverhamptonWanderers
0,2018-08-11,17:30,Premier League,Matchweek 1,Sat,Away,D,2,2,Wolves,0.7,0.9,42.0,31231,Phil Jagielka,4-2-3-1,Craig Pawson,Match Report,,8.0,5.0,11.5,0.0,0,0,2022,Everton
1,2018-08-18,15:00,Premier League,Matchweek 2,Sat,Home,W,2,1,Southampton,1.8,1.6,56.0,38601,Séamus Coleman,4-2-3-1,Lee Mason,Match Report,,13.0,7.0,16.1,0.0,0,0,2022,Everton
2,2018-08-25,15:00,Premier League,Matchweek 3,Sat,Away,D,2,2,Bournemouth,0.8,3.2,49.0,10654,Leighton Baines,4-4-1-1,Lee Probert,Match Report,,11.0,3.0,17.9,1.0,0,0,2022,Everton
4,2018-09-01,15:00,Premier League,Matchweek 4,Sat,Home,D,1,1,Huddersfield,0.8,0.6,57.0,38767,Séamus Coleman,4-2-3-1,Stuart Attwell,Match Report,,11.0,1.0,16.2,0.0,0,0,2022,Everton
5,2018-09-16,16:00,Premier League,Matchweek 5,Sun,Home,L,1,3,West Ham,1.4,1.5,55.0,39161,Gylfi Sigurðsson,4-2-3-1,Martin Atkinson,Match Report,,16.0,4.0,18.5,3.0,0,0,2022,Everton
6,2018-09-23,16:00,Premier League,Matchweek 6,Sun,Away,L,0,2,Arsenal,0.7,0.9,39.0,59964,Tom Davies,4-2-3-1,Jonathan Moss,Match Report,,9.0,6.0,18.2,1.0,0,0,2022,Everton
7,2018-09-29,15:00,Premier League,Matchweek 7,Sat,Home,W,3,0,Fulham,2.4,0.7,51.0,38788,Tom Davies,4-2-3-1,Roger East,Match Report,,18.0,6.0,17.6,1.0,0,1,2022,Everton
9,2018-10-06,15:00,Premier League,Matchweek 8,Sat,Away,W,2,1,Leicester City,1.4,1.1,48.0,32007,Tom Davies,4-2-3-1,Andre Marriner,Match Report,,17.0,8.0,16.9,0.0,0,0,2022,Everton
10,2018-10-21,16:00,Premier League,Matchweek 9,Sun,Home,W,2,0,Crystal Palace,1.9,1.4,58.0,38668,Séamus Coleman,4-2-3-1,Anthony Taylor,Match Report,,21.0,4.0,18.2,1.0,0,0,2022,Everton
11,2018-10-28,16:00,Premier League,Matchweek 10,Sun,Away,L,1,2,Manchester Utd,1.9,2.1,47.0,74525,Séamus Coleman,4-2-3-1,Jonathan Moss,Match Report,,13.0,6.0,16.5,0.0,1,1,2022,Everton
12,2018-11-03,15:00,Premier League,Matchweek 11,Sat,Home,W,3,1,Brighton,2.2,0.4,61.0,38966,Séamus Coleman,4-2-3-1,David Coote,Match Report,,14.0,3.0,13.2,0.0,0,0,2022,Everton
13,2018-11-11,14:15,Premier League,Matchweek 12,Sun,Away,D,0,0,Chelsea,0.5,1.0,32.0,40345,Séamus Coleman,4-2-3-1,Kevin Friend,Match Report,,6.0,1.0,19.5,0.0,0,0,2022,Everton
14,2018-11-24,15:00,Premier League,Matchweek 13,Sat,Home,W,1,0,Cardiff City,2.4,0.5,69.0,39139,Séamus Coleman,4-2-3-1,Paul Tierney,Match Report,,16.0,7.0,14.5,0.0,0,0,2022,Everton
15,2018-12-02,16:15,Premier League,Matchweek 14,Sun,Away,L,0,1,Liverpool,1.3,2.9,41.0,51756,Séamus Coleman,4-4-1-1,Chris Kavanagh,Match Report,,9.0,3.0,15.8,0.0,0,0,2022,Everton
16,2018-12-05,19:45,Premier League,Matchweek 15,Wed,Home,D,1,1,Newcastle Utd,1.6,1.1,74.0,39350,Séamus Coleman,4-2-3-1,Lee Mason,Match Report,,19.0,3.0,16.5,1.0,0,0,2022,Everton
17,2018-12-10,20:00,Premier League,Matchweek 16,Mon,Home,D,2,2,Watford,1.5,1.5,57.0,38400,Séamus Coleman,4-2-3-1,Kevin Friend,Match Report,,11.0,4.0,18.7,1.0,0,1,2022,Everton
18,2018-12-15,12:30,Premier League,Matchweek 17,Sat,Away,L,1,3,Manchester City,1.1,1.4,34.0,54173,Séamus Coleman,3-4-3,Craig Pawson,Match Report,,9.0,2.0,13.4,0.0,0,0,2022,Everton
19,2018-12-23,16:00,Premier League,Matchweek 18,Sun,Home,L,2,6,Tottenham,0.7,2.7,41.0,39319,Séamus Coleman,4-2-3-1,Paul Tierney,Match Report,,10.0,3.0,18.2,0.0,0,0,2022,Everton
20,2018-12-26,15:00,Premier League,Matchweek 19,Wed,Away,W,5,1,Burnley,2.1,1.5,49.0,21484,Séamus Coleman,3-4-3,Michael Oliver,Match Report,,12.0,5.0,16.9,1.0,1,1,2022,Everton
21,2018-12-29,15:00,Premier League,Matchweek 20,Sat,Away,L,0,1,Brighton,0.7,1.3,54.0,30597,Séamus Coleman,3-4-3,Andy Madley,Match Report,,13.0,4.0,16.2,1.0,0,0,2022,Everton
22,2019-01-01,12:30,Premier League,Matchweek 21,Tue,Home,L,0,1,Leicester City,1.1,0.5,60.0,39052,Gylfi Sigurðsson,4-2-3-1,Martin Atkinson,Match Report,,17.0,2.0,16.4,2.0,0,0,2022,Everton
24,2019-01-13,14:15,Premier League,Matchweek 22,Sun,Home,W,2,0,Bournemouth,1.0,2.2,49.0,38113,Séamus Coleman,4-2-3-1,Anthony Taylor,Match Report,,15.0,2.0,15.8,1.0,0,0,2022,Everton
25,2019-01-19,15:00,Premier League,Matchweek 23,Sat,Away,L,1,2,Southampton,0.8,1.1,62.0,29989,Séamus Coleman,4-2-3-1,Graham Scott,Match Report,,7.0,2.0,15.3,0.0,0,0,2022,Everton
27,2019-01-29,19:45,Premier League,Matchweek 24,Tue,Away,W,1,0,Huddersfield,0.8,0.7,43.0,23699,Leighton Baines,4-1-4-1,Stuart Attwell,Match Report,,10.0,5.0,17.2,2.0,0,0,2022,Everton
28,2019-02-02,15:00,Premier League,Matchweek 25,Sat,Home,L,1,3,Wolves,0.8,1.7,64.0,39380,Leighton Baines,4-1-4-1,Lee Mason,Match Report,,13.0,4.0,16.0,1.0,0,0,2022,Everton
29,2019-02-06,19:45,Premier League,Matchweek 27,Wed,Home,L,0,2,Manchester City,0.1,2.4,39.0,39322,Tom Davies,4-2-3-1,Craig Pawson,Match Report,,4.0,1.0,26.3,1.0,0,0,2022,Everton
30,2019-02-09,15:00,Premier League,Matchweek 26,Sat,Away,L,0,1,Watford,0.7,1.6,55.0,20333,Tom Davies,4-2-3-1,Lee Probert,Match Report,,8.0,4.0,11.9,1.0,0,0,2022,Everton
31,2019-02-26,19:45,Premier League,Matchweek 28,Tue,Away,W,3,0,Cardiff City,0.8,0.3,67.0,31849,Phil Jagielka,4-2-3-1,Kevin Friend,Match Report,,11.0,3.0,17.7,0.0,0,0,2022,Everton
32,2019-03-03,16:15,Premier League,Matchweek 29,Sun,Home,D,0,0,Liverpool,0.5,1.1,43.0,39335,Séamus Coleman,4-4-1-1,Martin Atkinson,Match Report,,7.0,2.0,14.6,0.0,0,0,2022,Everton
33,2019-03-09,15:00,Premier League,Matchweek 30,Sat,Away,L,2,3,Newcastle Utd,1.0,2.3,55.0,52242,Gylfi Sigurðsson,4-2-3-1,Lee Mason,Match Report,,7.0,3.0,12.5,0.0,0,0,2022,Everton
34,2019-03-17,16:30,Premier League,Matchweek 31,Sun,Home,W,2,0,Chelsea,2.1,1.2,33.0,39356,Séamus Coleman,4-2-3-1,Anthony Taylor,Match Report,,14.0,6.0,14.4,0.0,0,1,2022,Everton
35,2019-03-30,17:30,Premier League,Matchweek 32,Sat,Away,W,2,0,West Ham,2.0,0.1,51.0,59988,Séamus Coleman,4-2-3-1,Paul Tierney,Match Report,,16.0,8.0,13.8,0.0,0,0,2022,Everton
36,2019-04-07,14:05,Premier League,Matchweek 33,Sun,Home,W,1,0,Arsenal,2.2,0.4,44.0,39400,Phil Jagielka,4-2-3-1,Kevin Friend,Match Report,,25.0,6.0,15.2,0.0,0,0,2022,Everton
37,2019-04-13,15:00,Premier League,Matchweek 34,Sat,Away,L,0,2,Fulham,0.8,1.2,59.0,24971,Phil Jagielka,4-2-3-1,Lee Probert,Match Report,,9.0,1.0,16.4,0.0,0,0,2022,Everton
38,2019-04-21,13:30,Premier League,Matchweek 35,Sun,Home,W,4,0,Manchester Utd,1.2,0.3,49.0,39395,Séamus Coleman,4-2-3-1,Paul Tierney,Match Report,,15.0,8.0,16.1,0.0,0,0,2022,Everton
39,2019-04-27,15:00,Premier League,Matchweek 36,Sat,Away,D,0,0,Crystal Palace,1.3,0.3,64.0,25789,Séamus Coleman,4-2-3-1,Lee Mason,Match Report,,22.0,3.0,15.5,0.0,0,0,2022,Everton
40,2019-05-03,20:00,Premier League,Matchweek 37,Fri,Home,W,2,0,Burnley,1.6,0.6,59.0,39303,Séamus Coleman,4-2-3-1,Chris Kavanagh,Match Report,,20.0,6.0,17.2,0.0,0,0,2022,Everton
41,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,D,2,2,Tottenham,1.9,1.2,45.0,60124,Gylfi Sigurðsson,4-2-3-1,Andre Marriner,Match Report,,15.0,8.0,13.5,1.0,0,0,2022,Everton
0,2018-08-10,20:00,Premier League,Matchweek 1,Fri,Away,L,1,2,Manchester Utd,1.0,1.7,54.0,74439,Wes Morgan,4-2-3-1,Andre Marriner,Match Report,,13.0,4.0,20.2,0.0,0,0,2022,LeicesterCity
1,2018-08-18,15:00,Premier League,Matchweek 2,Sat,Home,W,2,0,Wolves,0.2,1.2,43.0,32043,Kasper Schmeichel,4-2-3-1,Mike Dean,Match Report,,6.0,2.0,22.6,0.0,0,0,2022,LeicesterCity
2,2018-08-25,15:00,Premier League,Matchweek 3,Sat,Away,W,2,1,Southampton,0.5,0.7,49.0,29925,Wes Morgan,4-2-3-1,Jonathan Moss,Match Report,,8.0,5.0,18.2,0.0,0,0,2022,LeicesterCity
4,2018-09-01,12:30,Premier League,Matchweek 4,Sat,Home,L,1,2,Liverpool,1.1,1.2,52.0,32149,Wes Morgan,4-2-3-1,Paul Tierney,Match Report,,12.0,5.0,23.6,1.0,0,0,2022,LeicesterCity
5,2018-09-15,15:00,Premier League,Matchweek 5,Sat,Away,L,2,4,Bournemouth,2.2,1.9,53.0,10543,Wes Morgan,4-2-3-1,Craig Pawson,Match Report,,14.0,7.0,16.6,1.0,1,1,2022,LeicesterCity
6,2018-09-22,15:00,Premier League,Matchweek 6,Sat,Home,W,3,1,Huddersfield,1.8,1.3,61.0,31676,Kasper Schmeichel,4-2-3-1,David Coote,Match Report,,18.0,8.0,18.1,2.0,0,0,2022,LeicesterCity
8,2018-09-29,15:00,Premier League,Matchweek 7,Sat,Away,W,2,0,Newcastle Utd,1.5,0.3,59.0,51523,Wes Morgan,4-2-3-1,Simon Hooper,Match Report,,11.0,4.0,15.0,1.0,1,1,2022,LeicesterCity
9,2018-10-06,15:00,Premier League,Matchweek 8,Sat,Home,L,1,2,Everton,1.1,1.4,52.0,32007,Wes Morgan,4-2-3-1,Andre Marriner,Match Report,,8.0,2.0,14.7,0.0,0,0,2022,LeicesterCity
10,2018-10-22,20:00,Premier League,Matchweek 9,Mon,Away,L,1,3,Arsenal,0.7,3.2,32.0,59886,Kasper Schmeichel,3-4-1-2,Chris Kavanagh,Match Report,,8.0,2.0,16.3,1.0,0,0,2022,LeicesterCity
11,2018-10-27,17:30,Premier League,Matchweek 10,Sat,Home,D,1,1,West Ham,1.7,1.7,63.0,31848,Kasper Schmeichel,4-2-3-1,Michael Oliver,Match Report,,21.0,6.0,16.2,0.0,0,0,2022,LeicesterCity
12,2018-11-03,15:00,Premier League,Matchweek 11,Sat,Away,W,1,0,Cardiff City,1.9,0.9,59.0,30877,Wes Morgan,4-2-3-1,Lee Probert,Match Report,,12.0,4.0,13.1,0.0,0,0,2022,LeicesterCity
13,2018-11-10,15:00,Premier League,Matchweek 12,Sat,Home,D,0,0,Burnley,1.6,0.6,63.0,32184,Wes Morgan,4-2-3-1,Mike Dean,Match Report,,22.0,5.0,16.8,1.0,0,0,2022,LeicesterCity
14,2018-11-24,15:00,Premier League,Matchweek 13,Sat,Away,D,1,1,Brighton,1.1,1.2,45.0,30553,Wes Morgan,4-2-3-1,Chris Kavanagh,Match Report,,7.0,2.0,17.4,0.0,1,1,2022,LeicesterCity
16,2018-12-01,15:00,Premier League,Matchweek 14,Sat,Home,W,2,0,Watford,1.2,1.4,38.0,31353,Wes Morgan,4-2-3-1,Graham Scott,Match Report,,6.0,2.0,21.6,0.0,1,1,2022,LeicesterCity
17,2018-12-05,19:45,Premier League,Matchweek 15,Wed,Away,D,1,1,Fulham,1.5,1.7,54.0,22881,Wes Morgan,4-2-3-1,David Coote,Match Report,,13.0,5.0,11.3,0.0,0,0,2022,LeicesterCity
18,2018-12-08,19:45,Premier League,Matchweek 16,Sat,Home,L,0,2,Tottenham,0.4,0.7,44.0,31957,Wes Morgan,4-3-3,Craig Pawson,Match Report,,11.0,3.0,21.4,0.0,0,0,2022,LeicesterCity
19,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Away,L,0,1,Crystal Palace,1.0,0.6,56.0,24738,Wes Morgan,4-2-3-1,Michael Oliver,Match Report,,11.0,2.0,17.6,0.0,0,0,2022,LeicesterCity
21,2018-12-22,15:00,Premier League,Matchweek 18,Sat,Away,W,1,0,Chelsea,0.7,1.5,29.0,40558,Wes Morgan,4-3-3,Lee Probert,Match Report,,8.0,3.0,19.7,0.0,0,0,2022,LeicesterCity
22,2018-12-26,15:00,Premier League,Matchweek 19,Wed,Home,W,2,1,Manchester City,1.3,1.3,35.0,32090,Wes Morgan,4-3-3,Mike Dean,Match Report,,11.0,5.0,14.4,0.0,0,0,2022,LeicesterCity
23,2018-12-29,15:00,Premier League,Matchweek 20,Sat,Home,L,0,1,Cardiff City,1.6,0.6,63.0,32047,Kasper Schmeichel,4-2-3-1,Simon Hooper,Match Report,,15.0,6.0,22.3,1.0,0,1,2022,LeicesterCity
24,2019-01-01,12:30,Premier League,Matchweek 21,Tue,Away,W,1,0,Everton,0.5,1.1,40.0,39052,Kasper Schmeichel,4-3-3,Martin Atkinson,Match Report,,8.0,4.0,20.8,0.0,0,0,2022,LeicesterCity
26,2019-01-12,15:00,Premier League,Matchweek 22,Sat,Home,L,1,2,Southampton,1.5,1.3,70.0,31491,Wes Morgan,4-3-3,Michael Oliver,Match Report,,23.0,5.0,19.4,1.0,0,0,2022,LeicesterCity
27,2019-01-19,12:30,Premier League,Matchweek 23,Sat,Away,L,3,4,Wolves,1.4,1.8,55.0,31278,Wes Morgan,4-2-3-1,Chris Kavanagh,Match Report,,16.0,6.0,16.1,0.0,0,0,2022,LeicesterCity
28,2019-01-30,20:00,Premier League,Matchweek 24,Wed,Away,D,1,1,Liverpool,0.9,0.8,29.0,53092,Kasper Schmeichel,4-4-1-1,Martin Atkinson,Match Report,,5.0,2.0,11.1,0.0,0,0,2022,LeicesterCity
29,2019-02-03,14:05,Premier League,Matchweek 25,Sun,Home,L,0,1,Manchester Utd,1.5,1.3,43.0,32148,Kasper Schmeichel,4-2-3-1,Mike Dean,Match Report,,17.0,6.0,15.7,2.0,0,0,2022,LeicesterCity
30,2019-02-10,13:30,Premier League,Matchweek 26,Sun,Away,L,1,3,Tottenham,2.5,1.1,48.0,44154,Kasper Schmeichel,4-1-4-1,Michael Oliver,Match Report,,18.0,7.0,14.7,0.0,0,1,2022,LeicesterCity
31,2019-02-23,17:30,Premier League,Matchweek 27,Sat,Home,L,1,4,Crystal Palace,1.1,1.4,63.0,31778,Kasper Schmeichel,4-1-4-1,Anthony Taylor,Match Report,,27.0,5.0,22.2,2.0,0,0,2022,LeicesterCity
32,2019-02-26,19:45,Premier League,Matchweek 28,Tue,Home,W,2,1,Brighton,1.9,1.3,49.0,30558,Kasper Schmeichel,4-3-3,Lee Probert,Match Report,,19.0,3.0,15.9,0.0,0,0,2022,LeicesterCity
33,2019-03-03,12:00,Premier League,Matchweek 29,Sun,Away,L,1,2,Watford,1.0,0.9,60.0,20062,Wes Morgan,3-4-3,Jonathan Moss,Match Report,,13.0,2.0,19.6,0.0,0,0,2022,LeicesterCity
34,2019-03-09,15:00,Premier League,Matchweek 30,Sat,Home,W,3,1,Fulham,2.0,0.2,52.0,32017,Kasper Schmeichel,4-2-3-1,David Coote,Match Report,,19.0,8.0,19.8,0.0,0,0,2022,LeicesterCity
35,2019-03-16,15:00,Premier League,Matchweek 31,Sat,Away,W,2,1,Burnley,0.7,1.6,38.0,20719,Kasper Schmeichel,4-1-4-1,Michael Oliver,Match Report,,9.0,4.0,19.4,1.0,0,0,2022,LeicesterCity
36,2019-03-30,15:00,Premier League,Matchweek 32,Sat,Home,W,2,0,Bournemouth,1.6,0.5,59.0,31530,Wes Morgan,4-5-1,Lee Mason,Match Report,,17.0,4.0,16.8,0.0,0,0,2022,LeicesterCity
37,2019-04-06,15:00,Premier League,Matchweek 33,Sat,Away,W,4,1,Huddersfield,2.8,1.6,55.0,24126,Wes Morgan,4-1-4-1,David Coote,Match Report,,16.0,8.0,18.7,2.0,1,1,2022,LeicesterCity
38,2019-04-12,20:00,Premier League,Matchweek 34,Fri,Home,L,0,1,Newcastle Utd,1.2,0.7,71.0,32108,Wes Morgan,4-1-4-1,Chris Kavanagh,Match Report,,13.0,4.0,15.8,1.0,0,0,2022,LeicesterCity
39,2019-04-20,15:00,Premier League,Matchweek 35,Sat,Away,D,2,2,West Ham,1.0,1.4,51.0,59960,Kasper Schmeichel,4-4-1-1,Lee Probert,Match Report,,11.0,5.0,15.3,0.0,0,0,2022,LeicesterCity
40,2019-04-28,12:00,Premier League,Matchweek 36,Sun,Home,W,3,0,Arsenal,2.9,0.5,66.0,32037,Kasper Schmeichel,4-1-4-1,Michael Oliver,Match Report,,24.0,12.0,17.4,1.0,0,0,2022,LeicesterCity
41,2019-05-06,20:00,Premier League,Matchweek 37,Mon,Away,L,0,1,Manchester City,0.6,1.3,40.0,54506,Kasper Schmeichel,4-1-4-1,Mike Dean,Match Report,,7.0,2.0,19.8,0.0,0,0,2022,LeicesterCity
42,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Home,D,0,0,Chelsea,0.4,1.5,47.0,32140,Kasper Schmeichel,4-1-4-1,Anthony Taylor,Match Report,,9.0,3.0,19.0,0.0,0,0,2022,LeicesterCity
0,2018-08-12,13:30,Premier League,Matchweek 1,Sun,Away,L,0,4,Liverpool,0.9,5.1,36.0,53235,Mark Noble,4-2-3-1,Anthony Taylor,Match Report,,5.0,2.0,17.2,0.0,0,0,2022,WestHamUnited
1,2018-08-18,15:00,Premier League,Matchweek 2,Sat,Home,L,1,2,Bournemouth,1.2,2.1,61.0,56888,Mark Noble,4-4-2,Stuart Attwell,Match Report,,11.0,4.0,20.5,0.0,1,1,2022,WestHamUnited
2,2018-08-25,15:00,Premier League,Matchweek 3,Sat,Away,L,1,3,Arsenal,1.6,1.8,39.0,59830,Marko Arnautović,4-4-1-1,Graham Scott,Match Report,,13.0,5.0,17.4,0.0,0,0,2022,WestHamUnited
